mac_address,vendor
00:50:c2,Contec Steuerungstechnik & Automation GmbH
00:50:c2,Afonics Fibreoptics Ltd
00:50:c2,The Board Room Inc.
00:50:c2,"nVent, Schroff GmbH"
00:50:c2,CRDE
00:50:c2,"CUE, a.s."
00:50:c2,AIE Etudes
00:50:c2,SmartMotor AS
00:50:c2,Numeron Sp. z o.o.
00:50:c2,BiODE Inc.
00:50:c2,Osmetech Inc.
00:50:c2,ELMIC GmbH
00:50:c2,M5 Data Limited
00:50:c2,"Fluke Biomedical, Radiation Management Services"
00:50:c2,Adilec Enginyeria SL
00:50:c2,TTC TELEKOMUNIKACE Ltd
00:50:c2,Ward Leonard Electric Company
00:50:c2,"MicroTek Electronics, Inc."
00:50:c2,Bigbang L.T.D.
00:50:c2,Isensix
00:50:c2,"Hankuk Tapi Computer Co., Ltd"
00:50:c2,Norbit ODM AS
00:50:c2,Microtarget Tecnologia Digital Ltda.
00:50:c2,"StreetFire Sound Labs, LLC"
00:50:c2,Contrôle Analytique inc.
00:50:c2,LabJack Corporation
00:50:c2,Specstroy-Svyaz Ltd
00:50:c2,Ni.Co. S.r.l.
00:50:c2,IDA Corporation
00:50:c2,Colorado vNet
00:50:c2,A&G Soluzioni Digitali
00:50:c2,Inoteska s.r.o.
00:50:c2,"North Pole Engineering, Inc."
00:50:c2,Minerva Technology Inc
00:50:c2,VPG
00:50:c2,Always On Wireless
00:50:c2,BMK professional electronics GmbH
00:50:c2,Novx Systems
00:50:c2,ALCEA
00:50:c2,IHM
00:50:c2,AZD Praha s.r.o.
00:50:c2,NetTest A/S
00:50:c2,"MANUSA-GEST, S.L."
00:50:c2,"Picture Elements, Inc."
00:50:c2,Nimcat Networks
00:50:c2,Casa Systems Inc.
00:50:c2,ODIXION
00:50:c2,"CA Technology, Inc"
00:50:c2,DTASENSOR S.p.A.
00:50:c2,Digilent Inc.
00:50:c2,ADChips
00:50:c2,Soredex Instrumentarium Oyj
00:50:c2,QUBIsoft S.r.l.
00:50:c2,Eurotek Srl
00:50:c2,SHF Communication Technologies AG
00:50:c2,FACTS Engineering LLC
00:50:c2,"Wiener, Plein & Baus GmbH"
00:50:c2,PIXY AG
00:50:c2,Neo Electronics Ltd
00:50:c2,iamba LTD.
00:50:c2,StorLink Semi
00:50:c2,Richmond Sound Design Ltd.
00:50:c2,Smiths Detection
00:50:c2,DVTel Israel Ltd.
00:50:c2,Softier Inc.
00:50:c2,AMIRIX Systems
00:50:c2,Spellman High Voltage Electronics Corp
00:50:c2,EBNEURO SPA
00:50:c2,Fundación TECNALIA Research & Innovation
00:50:c2,"Servicios Condumex, S. A. de C. V."
00:50:c2,Confidence Direct Ltd
00:50:c2,Littwin GmbH & Co KG
00:50:c2,Telvent
00:50:c2,AGECODAGIS SARL
00:50:c2,Danlaw Inc
00:50:c2,"Azimuth Systems, Inc."
00:50:c2,BELIK S.P.R.L.
00:50:c2,Thales Communications Ltd
00:50:c2,DGT Sp. z o.o.
00:50:c2,Gradual Tecnologia Ltda.
00:50:c2,Zendex Corporation
00:50:c2,asetek Inc.
00:50:c2,Contronics Automacao Ltda
00:50:c2,Stins Coman
00:50:c2,MST SYSTEMS LIMITED
00:50:c2,Applied Technologies Associates
00:50:c2,Level Control Systems
00:50:c2,VoiceCom AG
00:50:c2,Intelligent Photonics Control
00:50:c2,"Intelligent Media Technologies, Inc."
00:50:c2,Ferrari electronic AG
00:50:c2,Varisys Ltd
00:50:c2,imo-elektronik GmbH
00:50:c2,Abest Communication Corp.
00:50:c2,BAE SYSTEMS Controls
00:50:c2,"Covia, Inc"
00:50:c2,M2 Technology Pty Ltd
00:50:c2,Safetran Traffic Systems Inc.
00:50:c2,INCAA Informatica Italia  srl
00:50:c2,"Yazaki North America, Inc."
00:50:c2,GFI Chrono Time
00:50:c2,Redpoint Controls
00:50:c2,TWIN DEVELOPMENT S.A.
00:50:c2,"PESA Switching Systems, Inc."
00:50:c2,WillMonius Inc.
00:50:c2,InfinitiNetworks Inc.
00:50:c2,Weltronics Corp.
00:50:c2,"Paltronics, Inc."
00:50:c2,"Wilcoxon Research, Inc."
00:50:c2,"Portalplayer, Inc"
00:50:c2,ANOVA BROADBAND
00:50:c2,EPM Tecnologia e Equipamentos
00:50:c2,Mixbaal S.A. de C.V.
00:50:c2,Optical Wireless Link Inc.
00:50:c2,Task 84 Spa
00:50:c2,Zultys Technologies
00:50:c2,Basler Electric Company
00:50:c2,Broadstorm Telecom
00:50:c2,Verifiber LLC
00:50:c2,Jeffress Engineering Pty Ltd
00:50:c2,Binary Wave Technologies Inc.
00:50:c2,Sensys Technologies Inc.
00:50:c2,JMBS Developpements
00:50:c2,CAD-UL GmbH
00:50:c2,"APCON, Inc."
00:50:c2,T.L.S. Corp.
00:50:c2,Cepheid
00:50:c2,Dune Networks
00:50:c2,Aoptix Technologies
00:50:c2,UniSUR
00:50:c2,ELC Lighting
00:50:c2,Advanced Devices SpA
00:50:c2,AirVast Technology Inc.
00:50:c2,Tecwings GmBh
00:50:c2,Time Terminal Adductor Group AB
00:50:c2,Instrumeter A/S
00:50:c2,Sentito Networks
00:50:c2,Formula One Management Ltd.
00:50:c2,ELAD SRL
00:50:c2,"Dong A Eltek Co., Ltd."
00:50:c2,U.S. Traffic Corporation
00:50:c2,"Megisto Systems, Inc."
00:50:c2,Digital Vision AB
00:50:c2,Stonefly Networks
00:50:c2,CSS Industrie Computer GmbH
00:50:c2,"Vidco, Inc."
00:50:c2,Wintegra Ltd.
00:50:c2,Implementa GmbH
00:50:c2,"DSP Design, Ltd."
00:50:c2,Raven Industries
00:50:c2,Lumentis AB
00:50:c2,"Green Hills Software, Inc."
00:50:c2,Inducomp Corporation
00:50:c2,"RouteFree, Inc."
00:50:c2,Century Geophysical Corp.
00:50:c2,"Sysnet Co., Ltd."
00:50:c2,Visual Circuits Corp.
00:50:c2,Elbit Systems Ltd.
00:50:c2,"Advanced Medical Information Technologies, Inc."
00:50:c2,SAIA Burgess Controls AG
00:50:c2,LINET OY
00:50:c2,STUDIEL
00:50:c2,Bounty Systems Pty Ltd.
00:50:c2,"Infinitec Networks, Inc."
00:50:c2,CYNAPS
00:50:c2,"EPEL Industrial, S.A."
00:50:c2,Utronix Elektronikutreckling AB
00:50:c2,Rising Edge Technologies
00:50:c2,"DigitAll World Co., Ltd"
00:50:c2,PLLB elettronica spa
00:50:c2,Reselec AG
00:50:c2,Alstom Signalling Ltd.
00:50:c2,NetVision Telecom
00:50:c2,"WaveCom Electronics, Inc."
00:50:c2,"Riverlink Computers, Ltd."
00:50:c2,Unimark
00:50:c2,Computer Concepts Corp
00:50:c2,Private
00:50:c2,"B.E.A.R. Solutions (Australasia) Pty, Ltd"
00:50:c2,Damler Chrysler Rail System (Signal) AB
00:50:c2,Celotek Corp
00:50:c2,Ing. Buero W. Kanis GmbH
00:50:c2,Turtle Mountain Corp
00:50:c2,Nova Engineering Inc.
00:50:c2,Lockheed Martin Tactical Defense Systems Eagan
00:50:c2,"Zabacom, Inc."
00:50:c2,Ashling Microsystems Ltd.
00:50:c2,Tadiran Scopus
00:50:c2,Portable Add-Ons
00:50:c2,Clever Devices
00:50:c2,"FSR, INC."
00:50:c2,STMicroelectronics SRL
00:50:c2,Honeywell
00:50:c2,Honeywell
00:50:c2,Unisensor A/S
00:50:c2,MB connect line GmbH Fernwartungssysteme
00:50:c2,Erhardt+Leimer GmbH
00:50:c2,Erhardt+Leimer GmbH
00:50:c2,Comtest Networks
40:d8:55,EST Analytical
00:50:c2,"Ballard Technology, Inc,"
00:50:c2,ard sa
00:50:c2,Private
00:50:c2,T+A elektroakustik GmbH & Co.KG
00:50:c2,Control LAN S.A.
00:50:c2,Leonardo MW Ltd (Land & Naval Defence Electronic)
00:50:c2,EATON FHF Funke + Huster Fernsig GmbH
00:50:c2,ABB Power Technologies S.p.A.  Unità  Operativa SACE (PTMV)
00:50:c2,"Insitu, Inc"
40:d8:55,Critical Link LLC
00:50:c2,Secure Systems & Services
00:50:c2,Magellan Technology Pty Limited
00:50:c2,Thales Communications Inc
00:50:c2,Thales UK Limited
00:50:c2,n3k Informatik GmbH
00:50:c2,Euro Display Srl
00:50:c2,Neptune Technology Group Inc.
00:50:c2,Gogo BA
00:50:c2,Gogo BA
00:50:c2,Gogo BA
40:d8:55,Gogo BA
00:50:c2,"Computerwise, Inc."
00:50:c2,"EXTREME COPPER,  INC."
00:50:c2,i3 International Inc.
00:50:c2,Potter Electric Signal Co. LLC
00:50:c2,"CODEC Co., Ltd."
00:50:c2,Ubiquiti Networks Inc.
00:50:c2,Fr. Sauter AG
00:50:c2,VISION SYSTEMS AERONAUTIC
00:50:c2,"NSFOCUS Information Technology Co., Ltd."
00:50:c2,Vocality International Ltd
00:50:c2,PYRAMID Computer GmbH
00:50:c2,"ABB Transmission and Distribution Automation Equipment (Xiamen) Co., Ltd."
00:50:c2,Rohde&Schwarz Topex SA
00:50:c2,Trapeze Software Group Inc
00:50:c2,Radionor Communications
40:d8:55,Aplex Technology Inc.
00:50:c2,Aplex Technology Inc.
00:50:c2,Aplex Technology Inc.
00:50:c2,Aplex Technology Inc.
00:50:c2,Win4NET
00:50:c2,GD Mission Systems
00:50:c2,GD Mission Systems
00:50:c2,GD Mission Systems
00:50:c2,GD Mission Systems
00:50:c2,GILLAM-FEI S.A.
00:50:c2,"QUERCUS TECHNOLOGIES, S.L."
00:50:c2,Vaisala Oyj
00:50:c2,Linn Products Ltd
00:50:c2,Sicon srl
00:50:c2,Sicon srl
40:d8:55,Agramkow Fluid Systems A/S
00:50:c2,Haag-Streit AG
00:50:c2,Private
00:50:c2,"Intuitive Surgical, Inc"
00:50:c2,"Enseo, Inc."
00:50:c2,txtr GmbH
00:50:c2,Data Respons A/S
00:50:c2,Daintree Networks Pty
00:50:c2,Crescendo Networks
00:50:c2,"DELTA TAU DATA SYSTEMS, INC."
00:50:c2,Grupo Epelsa S.L.
00:50:c2,Grupo Epelsa S.L.
00:50:c2,Grupo Epelsa S.L.
00:50:c2,Grupo Epelsa S.L.
00:50:c2,Grupo Epelsa S.L.
40:d8:55,Grupo Epelsa S.L.
40:d8:55,TATTILE SRL
00:50:c2,Aeroflex GmbH
40:d8:55,"EMAC, Inc."
00:50:c2,bioMérieux Italia S.p.A.
40:d8:55,"Narinet, Inc."
40:d8:55,Embedded Technology Corporation
40:d8:55,Mega Electronics Ltd
40:d8:55,NKT Photonics A/S
40:d8:55,"Founder Broadband Network Service Co.,Ltd."
40:d8:55,Kaluga Teletypes Manufacturing Plant
40:d8:55,Beking Industrieele automatisering
40:d8:55,Rigel Engineering
40:d8:55,Private
40:d8:55,BaOpt Benelux bv
40:d8:55,DemoPad
40:d8:55,WICHER DIGITAL TECHNIK
40:d8:55,TOKHATEC
40:d8:55,Standard Change Makers
40:d8:55,Yoozma Corporation
40:d8:55,Array Corporation
40:d8:55,Contec Steuerungstechnik & Automation GmbH
40:d8:55,"TRI Engineering co.,ltd."
40:d8:55,Sicon srl
40:d8:55,Thermo Fisher Sceintific
40:d8:55,KMtronic LTD
40:d8:55,NFT Automatisierungssysteme GmbH
40:d8:55,Assembly Contracts Ltd
40:d8:55,Photop Koncent
40:d8:55,BlinkPipe Ltd
40:d8:55,Exibea AB
40:d8:55,"Hitachi Power Solutions Co., Ltd."
40:d8:55,PLT
40:d8:55,TTI LTD
40:d8:55,digitech GmbH &amp; Co. KG
40:d8:55,Biotage Sweden AB
40:d8:55,"AeroVision Avionics, Inc"
40:d8:55,So-Cool Corporation.
40:d8:55,"Rite-Tech Industrial Co., Ltd."
40:d8:55,GD Mission Systems
40:d8:55,e.p.g. Elettronica Srl
40:d8:55,Triton Electronics LTD
40:d8:55,Top Connect OU
40:d8:55,Sentry 360 Security
40:d8:55,Comline Elektronik Elektrotechnik GmbH
40:d8:55,Xepto Computing Inc
40:d8:55,SC Techswarm SRL
40:d8:55,NEXT! s.c. S.Piela B.Dryja
40:d8:55,M.M. Elektrolab
40:d8:55,LECO Corporation
40:d8:55,Resch Electronic Innovation GmbH
40:d8:55,"Thermal Imaging Radar, LLC"
40:d8:55,Papendorf Software Engineering GmbH
40:d8:55,CoherentPlus Sdn Bhd
40:d8:55,IPS Technology Limited
40:d8:55,"Oki Seatec Co., Ltd."
40:d8:55,"HIPODROMO DE AGUA CALIENTE, S.A. DE C.V."
40:d8:55,Leica Biosystems
40:d8:55,CS Instruments Asia
40:d8:55,ATG UV Technology
40:d8:55,Vital Tech Industria e Comercio Ltda
40:d8:55,Rosslare Enterprises Limited
40:d8:55,Energy Team S.p.A.
40:d8:55,Circuitec Ind. Equip. Eletr. Ltda
40:d8:55,T.Q.M. Itaca Technology s.r.l.
40:d8:55,"Mesotech International, Inc."
40:d8:55,Socus networks
40:d8:55,Telcomkorea
40:d8:55,Nautel Limited
40:d8:55,Scharco Elektronik GmbH
40:d8:55,Tinkerforge GmbH
00:50:c2,Booyco Electronics
40:d8:55,"Par-Tech, Inc."
40:d8:55,ClearSite Communications Inc.
00:50:c2,Sensata Technologies
00:50:c2,KST technology
00:50:c2,Azurtest
00:50:c2,Figment Design Laboratories
00:50:c2,City Computing Ltd
00:50:c2,DINTEK Shanghai Electronic Ltd
00:50:c2,"Aster Electric Co.,Ltd."
00:50:c2,SERCOM Regeltechniek
00:50:c2,Kyowadensi
00:50:c2,KOYO ELECTRIC
00:50:c2,"Nanjing SAC Power Grid Automation Co., Ltd."
00:50:c2,Xemex NV
00:50:c2,Coral Telecom Ltd
00:50:c2,Power-One
00:50:c2,JLCooper Electronics
00:50:c2,"UBSTechnology Co., Ltd"
00:50:c2,comlet Verteilte Systeme GmbH
00:50:c2,Dynamic Design
00:50:c2,Dynon Instruments
00:50:c2,Audio Power Labs
00:50:c2,"D-Hike Electroncs Technology Co.,Ltd"
00:50:c2,Tattile srl
00:50:c2,Newtec A/S
00:50:c2,MCM Electronics
00:50:c2,Gets MSS S.A.
00:50:c2,DELTACAST.TV
00:50:c2,Telebyte Inc.
00:50:c2,Saia-Burgess Controls AG
00:50:c2,Heinzinger electronic GmbH
00:50:c2,"NDC Infrared Engineering, Inc."
00:50:c2,SMARTB TECHNOLOGIES
00:50:c2,Green Instruments A/S
00:50:c2,Special Systems Engineering Center LLC
00:50:c2,"iBWorld co.,ltd."
00:50:c2,SEITEC Co. Ltd
00:50:c2,Terratel Technology s.r.o.
00:50:c2,Net4Things
00:50:c2,Micro Technic A/S
00:50:c2,Sanmina
00:50:c2,"Mango DSP, Inc"
00:50:c2,Syscom Instruments
00:50:c2,Micro-Key BV
00:50:c2,Wren Sound Systems
00:50:c2,RO.VE.R. Laboratories S.p.A
00:50:c2,Homaetrix Ltd
00:50:c2,Monitor Business Machines
00:50:c2,Eyelock Corporation
00:50:c2,fibrisTerre GmbH
00:50:c2,QUANTA S.r.l.
00:50:c2,Netline Communication Technologies
00:50:c2,Cytec Zylindertechnik GmbH
00:50:c2,"TAMAGAWA ELECTRONICS CO.,LTD."
00:50:c2,Klangspektrum GmbH
00:50:c2,FBT Elettronica spa
00:50:c2,Cat AB
00:50:c2,ECO MONITORING UTILITY SYSTEMS LTD
00:50:c2,Amsterdam Scientific Instruments BV
00:50:c2,ANT Group s.r.l
00:50:c2,UgMO Technologies
00:50:c2,CIVOLUTION
00:50:c2,Pulse Communication Systems Pvt. Ltd.
00:50:c2,"Warp9 Tech Design, Inc."
00:50:c2,BAE Systems
00:50:c2,ThinkRF Corp
00:50:c2,"Robert Bosch Healthcare Systems, Inc."
00:50:c2,Covidence A/S
00:50:c2,Perceptive Pixel Inc.
00:50:c2,GS Elektromedizinische Geraete G. Stemple GmbH
00:50:c2,DSP DESIGN LTD
00:50:c2,"ABB Transmission and Distribution Automation Equipment (Xiamen) Co., Ltd."
00:50:c2,GD Mission Systems
00:50:c2,Lightel
00:50:c2,"Pivitec, LLC"
00:50:c2,Solace Systems
00:50:c2,PROYECSON S.A.
00:50:c2,nicai-systems
00:50:c2,"UV Networks, Inc."
00:50:c2,Detech Electronics ApS
00:50:c2,Leyden Engineering
00:50:c2,T8 Ltd
00:50:c2,traffic network solutions s.l
00:50:c2,Kyoritsu Electric Corporation
00:50:c2,Wings for Media SL
00:50:c2,"ENSIS Co., Ltd."
00:50:c2,ENIKA.CZ
00:50:c2,DS! Ingenieurbuero
00:50:c2,ELVEES
00:50:c2,Gall Tankdatensysteme GmbH
00:50:c2,Rosslare Enterprises Limited
00:50:c2,Tyco Traffic & Transportation
00:50:c2,Xitek Design Limited
00:50:c2,Wotbox ltd
00:50:c2,NOCOSIUM
00:50:c2,Sec.Eng Systems Pty Ltd
00:50:c2,EtherLight
00:50:c2,SEQUTEC INC
00:50:c2,Mecsel Oy
00:50:c2,"Electronic Applications, Inc."
00:50:c2,Vision  & Control GmbH
00:50:c2,Comsat VertriebsgmbH
00:50:c2,Margento R&D
00:50:c2,eumig industrie-tv GmbH
00:50:c2,Fluid Components International
00:50:c2,Gamber Johnson LLC
00:50:c2,"T-Industry, s.r.o."
00:50:c2,"M & PAUL, INC"
00:50:c2,CHAUVIN ARNOUX
00:50:c2,"BC Illumination, Inc."
00:50:c2,Voltech Instruments
00:50:c2,HMI Technologies
00:50:c2,OWITA GmbH
00:50:c2,Transbit Sp. z o.o.
00:50:c2,Collectric AB
00:50:c2,Telvent
00:50:c2,ALPHA Corporation
00:50:c2,Nemec Automation
00:50:c2,Audio Authority Corp
00:50:c2,Blankom
00:50:c2,Computech International
00:50:c2,Saia-Burgess Controls AG
00:50:c2,Uvax Concepts
00:50:c2,SELEX Communications Limited
00:50:c2,Sterna Security
00:50:c2,Technagon GmbH
00:50:c2,Saia-Burgess Controls AG
00:50:c2,Infinition Inc.
00:50:c2,"Nihon Kessho Koogaku Co., Ltd."
00:50:c2,"infinitec co., ltd."
00:50:c2,F+D Feinwerk- und Drucktechnik GmbH
00:50:c2,"Smith Meter, Inc"
00:50:c2,"AREA ENERGY, INC."
00:50:c2,Tellabs Operations Inc.
00:50:c2,Gitsn Inc.
00:50:c2,Olympus NDT Canada Inc.
00:50:c2,TECHKON GmbH
00:50:c2,Apex NV
00:50:c2,Bodensee Gravitymeter Geosystem GmbH
00:50:c2,Tritium Pty Ltd
00:50:c2,Weinert Engineering GmbH
00:50:c2,Lupatecnologia e Sistemas Ltda
00:50:c2,Megacon AB
00:50:c2,"Maretron, LLP"
00:50:c2,Axotec Technologies GmbH
00:50:c2,Kiefer technic GmbH
00:50:c2,Pacific Coast Engineering
00:50:c2,PURVIS Systems Incorporated
00:50:c2,Private
00:50:c2,inotech GmbH
00:50:c2,"YOKOWO CO.,LTD"
00:50:c2,Moravian Instruments
00:50:c2,Konsmetal S.A.
00:50:c2,Keith & Koep GmbH
00:50:c2,Emergency Message Controls LLC
00:50:c2,Reko-vek
00:50:c2,Keysight Technologies Inc.
00:50:c2,"CODESYSTEM Co.,Ltd"
00:50:c2,Practical Control Ltd
00:50:c2,HPC Platform
00:50:c2,"Smartfield, Inc."
00:50:c2,SweMet AB
00:50:c2,Commotive A/S
00:50:c2,Powersense A/S
00:50:c2,GridManager A/S
00:50:c2,Quail
00:50:c2,COMPRION GmbH
00:50:c2,Sysacom
00:50:c2,4D Technology Corporation
00:50:c2,bach-messtechnik gmbh
00:50:c2,ELEKTRO-AUTOMATIK GmbH & Co. KG
00:50:c2,SECAD SA
00:50:c2,Austco Communication Systems Pty Ltd
00:50:c2,Audient Ltd
00:50:c2,Ibercomp SA
00:50:c2,"SAM Co., Ltd."
00:50:c2,Graesslin GmbH
00:50:c2,Procon Electronics
00:50:c2,Elektronic Thoma GmbH
00:50:c2,Dantec Dynamics A/S
00:50:c2,ART Antriebs- und Regeltechnik GmbH
00:50:c2,ProSourcing GmbH
00:50:c2,"SOCIEDAD IBERICA DE CONSTRUCCIONES ELECTRICAS, S.A. (SICE)"
00:50:c2,Ingeteam Paneles S.A.U.
00:50:c2,OMICRON electronics GmbH
00:50:c2,Galaxia Electronics
00:50:c2,ImpactSystems
00:50:c2,Onlinepizza Norden AB
00:50:c2,Peek Traffic Corporation
00:50:c2,Nextmove Technologies
00:50:c2,"TV Portal Co., Ltd."
00:50:c2,Global Security Devices
00:50:c2,ClimateWell AB (publ)
00:50:c2,St Michael Strategies Inc
00:50:c2,Keith & Koep GmbH
00:50:c2,CEMSI
00:50:c2,RaumComputer Entwicklungs- und Vertriebs GmbH
00:50:c2,"Toptech Systems, Inc."
00:50:c2,GHL Advanced Technolgy GmbH & Co. KG
00:50:c2,Gigatronik  Köln GmbH
00:50:c2,SilverNet
00:50:c2,8185
00:50:c2,Schnoor Industrieelektronik GmbH & Co. KG
00:50:c2,"ARKRAY, Inc. Kyoto Laboratory"
00:50:c2,"Nisshin Electronics co.,ltd."
00:50:c2,Enatel
00:50:c2,Drinelec
00:50:c2,M-Tronic Design and Technology GmbH
00:50:c2,"Meisol co.,ltd"
00:50:c2,Sencon UK Ltd.
00:50:c2,ElectroCom
00:50:c2,MCS MICRONIC Computer Systeme GmbH
00:50:c2,"Palgiken Co.,Ltd."
00:50:c2,Telegenix
00:50:c2,Integrated  Control Corp.
00:50:c2,Rosslare Enterprises Limited
00:50:c2,Micromax Pty. Ltd.
00:50:c2,Elko Systems
00:50:c2,"Japan Electronics System, Inc"
00:50:c2,Saia-Burgess Controls AG
00:50:c2,U-CARE INC.
00:50:c2,Green Goose
00:50:c2,AT4 wireless.S.A
00:50:c2,Phytec Messtechnik GmbH
00:50:c2,ACD Elektronik GmbH
00:50:c2,"E-Motion System, Inc."
00:50:c2,Showtacle
00:50:c2,Endeas Oy
00:50:c2,"ProCom Systems, Inc."
00:50:c2,LIMAB AB
00:50:c2,"Smith Meter, Inc."
00:50:c2,Haivision Systems Inc
00:50:c2,Absolutron. LLC
00:50:c2,SPX Dehydration & Filtration
00:50:c2,"Par-Tech, Inc."
00:50:c2,FEP SRL
00:50:c2,i-RED Infrarot Systeme GmbH
00:50:c2,Deuta GmbH
00:50:c2,Conduant Corporation
00:50:c2,Orange Tree Technologies
00:50:c2,X-Pert Paint Mixing Systems
00:50:c2,DVTech
00:50:c2,Alga Microwave Inc
00:50:c2,Saia-Burgess Controls AG
00:50:c2,Quorum Technologies Ltd
00:50:c2,"MAMAC Systems, Inc."
00:50:c2,Flight Data Systems Pty Ltd
00:50:c2,SAMH Engineering Services
00:50:c2,DITRON S.r.l.
00:50:c2,Elbit Systems of America - Tallahassee Operations
00:50:c2,Winners Satellite Electronics Corp.
00:50:c2,Sofradir-EC
00:50:c2,Industrial Data Products Ltd
00:50:c2,SPECTRA EMBEDDED SYSTEMS
00:50:c2,Technovare Systems
00:50:c2,Industrial Computing Ltd
00:50:c2,Visualware Inc
00:50:c2,Innovative American Technology
00:50:c2,DST Swiss AG
00:50:c2,ECTEC INC.
00:50:c2,"Kumho Electric, Inc."
00:50:c2,Teranex A Division of Silicon Optix
00:50:c2,Commex Technologies
00:50:c2,ESAB-ATAS GmbH
00:50:c2,Ronan Engineering
00:50:c2,Sound Player Systems e.K.
00:50:c2,Kahler Automation
00:50:c2,Bon Hora GmbH
00:50:c2,ethermetrics
00:50:c2,J. DITTRICH ELEKTRONIC GmbH & Co. KG
00:50:c2,Entwicklung Hard- & Software
00:50:c2,CaTs3 Limited
00:50:c2,Sietron Elektronik
00:50:c2,Chronos Technology Ltd.
00:50:c2,TEKO TELECOM SpA
00:50:c2,Bettini srl
00:50:c2,Depro Électronique
00:50:c2,Commercial Timesharing Inc.
00:50:c2,"Computerwise, Inc."
00:50:c2,Metodo2
00:50:c2,Earnestcom Sdn Bhd
00:50:c2,Atel Corporation
00:50:c2,Novotronik GmbH
00:50:c2,RF Industries
00:50:c2,Pyramid Technical Consultants
00:50:c2,Gehrke Kommunikationssysteme GmbH
00:50:c2,"Watthour Engineering Co., Inc."
00:50:c2,Peek Traffic Corporation
00:50:c2,Saia-Burgess Controls AG
00:50:c2,Roessmann Engineering
00:50:c2,IMEXHIGHWAY cvba
00:50:c2,Rolbit
00:50:c2,Reliatronics Inc.
00:50:c2,Phytec Messtechnik GmbH
00:50:c2,Rosendahl Studiotechnik GmbH
00:50:c2,Saia-Burgess Controls AG
00:50:c2,APProSoftware.com
00:50:c2,RCS Communication Test Systems Ltd.
00:50:c2,China Railway Signal & Communication Corp.
00:50:c2,INTEGRA Biosciences AG
00:50:c2,Phytec Messtechnik GmbH
00:50:c2,Gidel
00:50:c2,Balfour Beatty Rail GmbH
00:50:c2,AT-Automation Technology GmbH
00:50:c2,"Sandel Avionics, Inc."
00:50:c2,"Coherix, Inc"
00:50:c2,Frame Systems Limited
00:50:c2,PCSC
00:50:c2,Soldig Industria e Comercio de Equipamentos Eletronicos LTDA
00:50:c2,Gradual Tecnologia Ltda.
00:50:c2,Heraeus Noblelight GmbH
00:50:c2,VTQ Videtronik GmbH
00:50:c2,Sandar Telecast AS
00:50:c2,Polygon Informatics Ltd.
00:50:c2,Array Technologies Inc
00:50:c2,TTi Ltd
00:50:c2,LyconSys GmbH & Co.KG
00:50:c2,Broadcast Electronics
00:50:c2,Optoelettronica Italia S.r.l.
00:50:c2,Continental Electronics Corp.
00:50:c2,Nanomotion Ltd.
00:50:c2,Blankom
00:50:c2,Shockfish SA
00:50:c2,BAE Systems Hägglunds AB
00:50:c2,UAVNavigation S.L.
00:50:c2,"Spectrum Management, LC"
00:50:c2,Syntronics
00:50:c2,ATG Automatisierungstechnik GERA GmbH
00:50:c2,Ettus Research LLC
00:50:c2,Eutron S.p.A.
00:50:c2,b-plus GmbH
00:50:c2,OMB Sistemas Electronicos S.A.
00:50:c2,Ing. Knauseder Mechatronik GmbH
00:50:c2,TASK SISTEMAS DE COMPUTACAO LTDA
00:50:c2,K.K. Rocky
00:50:c2,"LaserLinc, Inc."
00:50:c2,Prodigy Electronics Limited
00:50:c2,Residential Control Systems
00:50:c2,O. Bay AG
00:50:c2,Intelight Inc.
00:50:c2,Odin TeleSystems Inc
00:50:c2,Telcom
00:50:c2,"Brain Tech Co., Ltd"
00:50:c2,Channelot Ltd.
00:50:c2,"Winner Technology Co, Ltd."
00:50:c2,Progentech Limited
00:50:c2,SoftSwitching Technologies
00:50:c2,Phytec Messtechnik GmbH
00:50:c2,Nystrom Engineering
00:50:c2,Wise Industria de Telecomunicações Ldta.
00:50:c2,MangoDSP
00:50:c2,TIS Dialog LLC
00:50:c2,ITB CompuPhase
00:50:c2,Venture Research Inc.
00:50:c2,Highrail Systems Limited
00:50:c2,"C&D Technologies, Inc"
00:50:c2,Pyrosequencing AB
00:50:c2,Bluebell Opticom Limited
00:50:c2,Calibre UK LTD
00:50:c2,RaySat Israel LTD
00:50:c2,PROMATE ELECTRONIC CO.LTD
00:50:c2,EIDOS SPA
00:50:c2,Infodev Electronic Designers Intl.
00:50:c2,Design 2000 Pty Ltd
00:50:c2,European Industrial Electronics B.V.
00:50:c2,"Elmec,  Inc."
00:50:c2,T 1 Engineering
00:50:c2,ACD Elektronik GmbH
00:50:c2,"JMC America, LLC"
00:50:c2,Indefia
00:50:c2,AAVD
00:50:c2,ZigBee Alliance
00:50:c2,Control and Robotics Solutions
00:50:c2,Cadex Electronics Inc.
00:50:c2,Ameli Spa
00:50:c2,"SMARTRO Co.,Ltd."
00:50:c2,ATEC SRL
00:50:c2,"Smith Meter, Inc"
00:50:c2,Assembly Contracts Limited
00:50:c2,B. Rexroth the identity company GmbH
00:50:c2,"Sky-Skan, Incorporated"
00:50:c2,BES GmbH
00:50:c2,"Sequentric Energy Systems, LLC"
00:50:c2,Tattile srl
00:50:c2,CDSA Dam Neck
00:50:c2,MITROL S.R.L.
00:50:c2,Centric TSolve BV
00:50:c2,Pelweckyj Videotechnik GmbH
00:50:c2,eta systemi CKB
00:50:c2,"B.E.A.R. Solutions (Australasia) Pty, Ltd"
