index|mac|seq|id|len|power|timestamp|OUI|random|vendor
828|40:f3:08:d8:f3:08|1089|45|26|-65|1579269659.221559|40:f3:08|False|Murata Manufacturing Co., Ltd.
829|40:f3:08:d8:f3:08|1089|127|8|-65|1579269659.221559|40:f3:08|False|Murata Manufacturing Co., Ltd.
830|40:f3:08:d8:f3:08|1089|221|9|-65|1579269659.221559|40:f3:08|False|Murata Manufacturing Co., Ltd.
831|40:f3:08:d8:f3:08|1089|221|30|-65|1579269659.221559|40:f3:08|False|Murata Manufacturing Co., Ltd.
832|40:f3:08:d8:f3:08|1089|221|7|-65|1579269659.221559|40:f3:08|False|Murata Manufacturing Co., Ltd.
833|40:f3:08:d8:f3:08|1090|50|8|-65|1579269659.263448|40:f3:08|False|Murata Manufacturing Co., Ltd.
834|40:f3:08:d8:f3:08|1090|3|1|-65|1579269659.263448|40:f3:08|False|Murata Manufacturing Co., Ltd.
835|40:f3:08:d8:f3:08|1091|50|8|-65|1579269659.304718|40:f3:08|False|Murata Manufacturing Co., Ltd.
836|40:f3:08:d8:f3:08|1091|3|1|-65|1579269659.304718|40:f3:08|False|Murata Manufacturing Co., Ltd.
837|40:f3:08:d8:f3:08|1091|45|26|-65|1579269659.304718|40:f3:08|False|Murata Manufacturing Co., Ltd.
838|92:36:60:9b:cb:09|276|50|8|-65|1579269661.223431|92:36:60|True|not_resolved
839|92:36:60:9b:cb:09|276|3|1|-65|1579269661.223431|92:36:60|True|not_resolved
840|92:36:60:9b:cb:09|276|45|26|-65|1579269661.223431|92:36:60|True|not_resolved
841|92:36:60:9b:cb:09|276|127|8|-65|1579269661.223431|92:36:60|True|not_resolved
842|92:36:60:9b:cb:09|277|50|8|-65|1579269661.24411|92:36:60|True|not_resolved
843|92:36:60:9b:cb:09|277|3|1|-65|1579269661.24411|92:36:60|True|not_resolved
844|92:36:60:9b:cb:09|277|45|26|-65|1579269661.24411|92:36:60|True|not_resolved
845|92:36:60:9b:cb:09|277|127|8|-65|1579269661.24411|92:36:60|True|not_resolved
846|42:43:d6:4c:a4:ac|1823|50|8|-65|1579269661.386651|42:43:d6|True|not_resolved
847|42:43:d6:4c:a4:ac|1823|3|1|-65|1579269661.386651|42:43:d6|True|not_resolved
848|42:43:d6:4c:a4:ac|1823|45|26|-65|1579269661.386651|42:43:d6|True|not_resolved
849|42:43:d6:4c:a4:ac|1823|127|8|-65|1579269661.386651|42:43:d6|True|not_resolved
850|42:43:d6:4c:a4:ac|1825|50|8|-65|1579269661.405641|42:43:d6|True|not_resolved
851|42:43:d6:4c:a4:ac|1825|3|1|-65|1579269661.405641|42:43:d6|True|not_resolved
852|42:43:d6:4c:a4:ac|1825|45|26|-65|1579269661.405641|42:43:d6|True|not_resolved
853|42:43:d6:4c:a4:ac|1825|127|8|-65|1579269661.405641|42:43:d6|True|not_resolved
854|42:43:d6:4c:a4:ac|1835|50|8|-65|1579269661.520667|42:43:d6|True|not_resolved
855|42:43:d6:4c:a4:ac|1835|3|1|-65|1579269661.520667|42:43:d6|True|not_resolved
856|42:43:d6:4c:a4:ac|1835|45|26|-65|1579269661.520667|42:43:d6|True|not_resolved
857|42:43:d6:4c:a4:ac|1835|127|8|-65|1579269661.520667|42:43:d6|True|not_resolved
858|42:43:d6:4c:a4:ac|1836|50|8|-65|1579269661.542179|42:43:d6|True|not_resolved
859|42:43:d6:4c:a4:ac|1836|3|1|-65|1579269661.542179|42:43:d6|True|not_resolved
860|42:43:d6:4c:a4:ac|1836|45|26|-65|1579269661.542179|42:43:d6|True|not_resolved
861|42:43:d6:4c:a4:ac|1836|127|8|-65|1579269661.542179|42:43:d6|True|not_resolved
862|42:43:d6:4c:a4:ac|1841|50|8|-65|1579269661.630689|42:43:d6|True|not_resolved
863|42:43:d6:4c:a4:ac|1841|3|1|-65|1579269661.630689|42:43:d6|True|not_resolved
864|42:43:d6:4c:a4:ac|1841|45|26|-65|1579269661.630689|42:43:d6|True|not_resolved
865|42:43:d6:4c:a4:ac|1841|127|8|-65|1579269661.630689|42:43:d6|True|not_resolved
866|42:43:d6:4c:a4:ac|1845|50|8|-65|1579269661.676273|42:43:d6|True|not_resolved
867|42:43:d6:4c:a4:ac|1845|3|1|-65|1579269661.676273|42:43:d6|True|not_resolved
868|42:43:d6:4c:a4:ac|1845|45|26|-65|1579269661.676273|42:43:d6|True|not_resolved
869|42:43:d6:4c:a4:ac|1845|63|4|-65|1579269661.676273|42:43:d6|True|not_resolved
870|da:a1:19:e1:9c:bc|655|3|1|-65|1579269661.686533|da:a1:19|True|Google, Inc.
871|da:a1:19:e1:9c:bc|655|50|4|-65|1579269661.686533|da:a1:19|True|Google, Inc.
872|42:43:d6:4c:a4:ac|1847|50|8|-65|1579269661.699429|42:43:d6|True|not_resolved
873|42:43:d6:4c:a4:ac|1847|3|1|-65|1579269661.699429|42:43:d6|True|not_resolved
874|42:43:d6:4c:a4:ac|1847|45|26|-65|1579269661.699429|42:43:d6|True|not_resolved
875|42:43:d6:4c:a4:ac|1847|111|8|-65|1579269661.699429|42:43:d6|True|not_resolved
876|42:43:d6:4c:a4:ac|1849|50|8|-65|1579269661.720986|42:43:d6|True|not_resolved
877|42:43:d6:4c:a4:ac|1849|3|1|-65|1579269661.720986|42:43:d6|True|not_resolved
878|42:43:d6:4c:a4:ac|1849|45|26|-65|1579269661.720986|42:43:d6|True|not_resolved
879|42:43:d6:4c:a4:ac|1851|50|8|-65|1579269661.743566|42:43:d6|True|not_resolved
880|42:43:d6:4c:a4:ac|1851|3|1|-65|1579269661.743566|42:43:d6|True|not_resolved
881|42:43:d6:4c:a4:ac|1851|45|26|-65|1579269661.743566|42:43:d6|True|not_resolved
882|42:43:d6:4c:a4:ac|1853|50|8|-65|1579269661.765605|42:43:d6|True|not_resolved
883|42:43:d6:4c:a4:ac|1853|3|1|-65|1579269661.765605|42:43:d6|True|not_resolved
884|42:43:d6:4c:a4:ac|1853|45|26|-65|1579269661.765605|42:43:d6|True|not_resolved
885|da:a1:19:e1:9c:bc|657|3|1|-65|1579269661.766728|da:a1:19|True|Google, Inc.
886|da:a1:19:e1:9c:bc|657|50|4|-65|1579269661.766728|da:a1:19|True|Google, Inc.
887|42:43:d6:4c:a4:ac|1857|50|8|-65|1579269661.811546|42:43:d6|True|not_resolved
888|42:43:d6:4c:a4:ac|1857|3|1|-65|1579269661.811546|42:43:d6|True|not_resolved
889|42:43:d6:4c:a4:ac|1857|45|26|-65|1579269661.811546|42:43:d6|True|not_resolved
890|42:43:d6:4c:a4:ac|1857|127|8|-65|1579269661.811546|42:43:d6|True|not_resolved
891|da:a1:19:e1:9c:bc|659|3|1|-65|1579269661.846967|da:a1:19|True|Google, Inc.
892|da:a1:19:e1:9c:bc|659|50|4|-65|1579269661.846967|da:a1:19|True|Google, Inc.
893|da:a1:19:e1:9c:bc|660|3|1|-65|1579269661.887218|da:a1:19|True|Google, Inc.
894|da:a1:19:e1:9c:bc|660|50|4|-65|1579269661.887218|da:a1:19|True|Google, Inc.
895|da:a1:19:e1:9c:bc|661|3|1|-65|1579269661.926657|da:a1:19|True|Google, Inc.
896|da:a1:19:e1:9c:bc|661|50|4|-65|1579269661.926657|da:a1:19|True|Google, Inc.
897|da:a1:19:e1:9c:bc|663|3|1|-65|1579269662.006728|da:a1:19|True|Google, Inc.
898|da:a1:19:e1:9c:bc|663|50|4|-65|1579269662.006728|da:a1:19|True|Google, Inc.
899|da:a1:19:e1:9c:bc|664|3|1|-65|1579269662.046707|da:a1:19|True|Google, Inc.
900|da:a1:19:e1:9c:bc|664|50|4|-65|1579269662.046707|da:a1:19|True|Google, Inc.
901|da:a1:19:e1:9c:bc|665|3|1|-65|1579269662.087449|da:a1:19|True|Google, Inc.
902|da:a1:19:e1:9c:bc|665|50|4|-65|1579269662.087449|da:a1:19|True|Google, Inc.
903|da:a1:19:e1:9c:bc|666|3|1|-65|1579269662.126717|da:a1:19|True|Google, Inc.
904|da:a1:19:e1:9c:bc|666|50|4|-65|1579269662.126717|da:a1:19|True|Google, Inc.
905|da:a1:19:e1:9c:bc|667|3|1|-65|1579269662.166696|da:a1:19|True|Google, Inc.
906|da:a1:19:e1:9c:bc|667|50|4|-65|1579269662.166696|da:a1:19|True|Google, Inc.
907|da:a1:19:9e:19:94|1466|50|4|-65|1579269672.826256|da:a1:19|True|Google, Inc.
908|da:a1:19:9e:19:94|1467|50|4|-65|1579269672.850268|da:a1:19|True|Google, Inc.
909|8c:eb:c6:57:1a:08|5|3|1|-65|1579269681.914514|8c:eb:c6|False|HUAWEI TECHNOLOGIES CO.,LTD
910|8c:eb:c6:57:1a:08|5|50|4|-65|1579269681.914514|8c:eb:c6|False|HUAWEI TECHNOLOGIES CO.,LTD
911|8c:eb:c6:57:1a:08|5|45|26|-65|1579269681.914514|8c:eb:c6|False|HUAWEI TECHNOLOGIES CO.,LTD
912|8c:eb:c6:57:1a:08|5|127|1|-65|1579269681.914514|8c:eb:c6|False|HUAWEI TECHNOLOGIES CO.,LTD
913|8c:eb:c6:57:1a:08|5|127|4|-65|1579269681.914514|8c:eb:c6|False|HUAWEI TECHNOLOGIES CO.,LTD
914|8c:eb:c6:57:1a:08|6|3|1|-65|1579269681.936236|8c:eb:c6|False|HUAWEI TECHNOLOGIES CO.,LTD
915|8c:eb:c6:57:1a:08|6|50|4|-65|1579269681.936236|8c:eb:c6|False|HUAWEI TECHNOLOGIES CO.,LTD
916|8c:eb:c6:57:1a:08|6|45|26|-65|1579269681.936236|8c:eb:c6|False|HUAWEI TECHNOLOGIES CO.,LTD
917|8c:eb:c6:57:1a:08|6|127|1|-65|1579269681.936236|8c:eb:c6|False|HUAWEI TECHNOLOGIES CO.,LTD
918|8c:eb:c6:57:1a:08|6|127|4|-65|1579269681.936236|8c:eb:c6|False|HUAWEI TECHNOLOGIES CO.,LTD
919|8c:eb:c6:57:1a:08|7|3|1|-65|1579269681.957772|8c:eb:c6|False|HUAWEI TECHNOLOGIES CO.,LTD
920|8c:eb:c6:57:1a:08|7|50|4|-65|1579269681.957772|8c:eb:c6|False|HUAWEI TECHNOLOGIES CO.,LTD
921|8c:eb:c6:57:1a:08|7|45|26|-65|1579269681.957772|8c:eb:c6|False|HUAWEI TECHNOLOGIES CO.,LTD
922|8c:eb:c6:57:1a:08|7|127|1|-65|1579269681.957772|8c:eb:c6|False|HUAWEI TECHNOLOGIES CO.,LTD
923|8c:eb:c6:57:1a:08|7|127|4|-65|1579269681.957772|8c:eb:c6|False|HUAWEI TECHNOLOGIES CO.,LTD
924|8c:eb:c6:57:1a:08|8|3|1|-65|1579269681.978798|8c:eb:c6|False|HUAWEI TECHNOLOGIES CO.,LTD
925|8c:eb:c6:57:1a:08|8|50|4|-65|1579269681.978798|8c:eb:c6|False|HUAWEI TECHNOLOGIES CO.,LTD
926|8c:eb:c6:57:1a:08|8|45|26|-65|1579269681.978798|8c:eb:c6|False|HUAWEI TECHNOLOGIES CO.,LTD
927|8c:eb:c6:57:1a:08|8|127|1|-65|1579269681.978798|8c:eb:c6|False|HUAWEI TECHNOLOGIES CO.,LTD
928|8c:eb:c6:57:1a:08|8|127|4|-65|1579269681.978798|8c:eb:c6|False|HUAWEI TECHNOLOGIES CO.,LTD
929|8c:eb:c6:57:1a:08|10|3|1|-65|1579269682.01967|8c:eb:c6|False|HUAWEI TECHNOLOGIES CO.,LTD
930|8c:eb:c6:57:1a:08|10|50|4|-65|1579269682.01967|8c:eb:c6|False|HUAWEI TECHNOLOGIES CO.,LTD
931|8c:eb:c6:57:1a:08|10|45|26|-65|1579269682.01967|8c:eb:c6|False|HUAWEI TECHNOLOGIES CO.,LTD
932|8c:eb:c6:57:1a:08|10|127|1|-65|1579269682.01967|8c:eb:c6|False|HUAWEI TECHNOLOGIES CO.,LTD
933|8c:eb:c6:57:1a:08|10|127|4|-65|1579269682.01967|8c:eb:c6|False|HUAWEI TECHNOLOGIES CO.,LTD
934|8c:eb:c6:57:1a:08|11|3|1|-65|1579269682.041767|8c:eb:c6|False|HUAWEI TECHNOLOGIES CO.,LTD
935|8c:eb:c6:57:1a:08|13|3|1|-65|1579269682.082518|8c:eb:c6|False|HUAWEI TECHNOLOGIES CO.,LTD
936|8c:eb:c6:57:1a:08|13|50|4|-65|1579269682.082518|8c:eb:c6|False|HUAWEI TECHNOLOGIES CO.,LTD
937|8c:eb:c6:57:1a:08|13|45|26|-65|1579269682.082518|8c:eb:c6|False|HUAWEI TECHNOLOGIES CO.,LTD
938|8c:eb:c6:57:1a:08|13|127|1|-65|1579269682.082518|8c:eb:c6|False|HUAWEI TECHNOLOGIES CO.,LTD
939|8c:eb:c6:57:1a:08|13|127|4|-65|1579269682.082518|8c:eb:c6|False|HUAWEI TECHNOLOGIES CO.,LTD
940|8c:eb:c6:57:1a:08|14|3|1|-65|1579269682.10476|8c:eb:c6|False|HUAWEI TECHNOLOGIES CO.,LTD
941|8c:eb:c6:57:1a:08|14|50|4|-65|1579269682.10476|8c:eb:c6|False|HUAWEI TECHNOLOGIES CO.,LTD
942|8c:eb:c6:57:1a:08|14|45|26|-65|1579269682.10476|8c:eb:c6|False|HUAWEI TECHNOLOGIES CO.,LTD
943|8c:eb:c6:57:1a:08|14|127|1|-65|1579269682.10476|8c:eb:c6|False|HUAWEI TECHNOLOGIES CO.,LTD
944|8c:eb:c6:57:1a:08|14|127|4|-65|1579269682.10476|8c:eb:c6|False|HUAWEI TECHNOLOGIES CO.,LTD
945|da:a1:19:af:4b:33|2335|50|4|-65|1579269682.155446|da:a1:19|True|Google, Inc.
946|8c:eb:c6:57:1a:08|17|3|1|-65|1579269682.166669|8c:eb:c6|False|HUAWEI TECHNOLOGIES CO.,LTD
947|8c:eb:c6:57:1a:08|17|50|4|-65|1579269682.166669|8c:eb:c6|False|HUAWEI TECHNOLOGIES CO.,LTD
948|8c:eb:c6:57:1a:08|17|45|26|-65|1579269682.166669|8c:eb:c6|False|HUAWEI TECHNOLOGIES CO.,LTD
949|8c:eb:c6:57:1a:08|17|127|1|-65|1579269682.166669|8c:eb:c6|False|HUAWEI TECHNOLOGIES CO.,LTD
950|8c:eb:c6:57:1a:08|17|127|4|-65|1579269682.166669|8c:eb:c6|False|HUAWEI TECHNOLOGIES CO.,LTD
951|8c:eb:c6:57:1a:08|18|3|1|-65|1579269682.187746|8c:eb:c6|False|HUAWEI TECHNOLOGIES CO.,LTD
952|8c:eb:c6:57:1a:08|18|50|4|-65|1579269682.187746|8c:eb:c6|False|HUAWEI TECHNOLOGIES CO.,LTD
953|8c:eb:c6:57:1a:08|18|45|26|-65|1579269682.187746|8c:eb:c6|False|HUAWEI TECHNOLOGIES CO.,LTD
954|8c:eb:c6:57:1a:08|18|127|1|-65|1579269682.187746|8c:eb:c6|False|HUAWEI TECHNOLOGIES CO.,LTD
955|8c:eb:c6:57:1a:08|18|127|4|-65|1579269682.187746|8c:eb:c6|False|HUAWEI TECHNOLOGIES CO.,LTD
956|da:a1:19:c5:c6:1e|2337|50|4|-65|1579269682.240772|da:a1:19|True|Google, Inc.
957|8c:eb:c6:57:1a:08|21|3|1|-65|1579269682.250652|8c:eb:c6|False|HUAWEI TECHNOLOGIES CO.,LTD
958|8c:eb:c6:57:1a:08|21|50|4|-65|1579269682.250652|8c:eb:c6|False|HUAWEI TECHNOLOGIES CO.,LTD
959|8c:eb:c6:57:1a:08|21|45|26|-65|1579269682.250652|8c:eb:c6|False|HUAWEI TECHNOLOGIES CO.,LTD
960|8c:eb:c6:57:1a:08|21|127|1|-65|1579269682.250652|8c:eb:c6|False|HUAWEI TECHNOLOGIES CO.,LTD
961|8c:eb:c6:57:1a:08|21|127|4|-65|1579269682.250652|8c:eb:c6|False|HUAWEI TECHNOLOGIES CO.,LTD
962|da:a1:19:c5:c6:1e|2338|50|4|-65|1579269682.265497|da:a1:19|True|Google, Inc.
963|8c:eb:c6:57:1a:08|22|3|1|-65|1579269682.271699|8c:eb:c6|False|HUAWEI TECHNOLOGIES CO.,LTD
964|8c:eb:c6:57:1a:08|22|50|4|-65|1579269682.271699|8c:eb:c6|False|HUAWEI TECHNOLOGIES CO.,LTD
965|8c:eb:c6:57:1a:08|22|45|26|-65|1579269682.271699|8c:eb:c6|False|HUAWEI TECHNOLOGIES CO.,LTD
966|8c:eb:c6:57:1a:08|22|127|1|-65|1579269682.271699|8c:eb:c6|False|HUAWEI TECHNOLOGIES CO.,LTD
967|8c:eb:c6:57:1a:08|22|127|4|-65|1579269682.271699|8c:eb:c6|False|HUAWEI TECHNOLOGIES CO.,LTD
968|8c:eb:c6:57:1a:08|23|3|1|-65|1579269682.292701|8c:eb:c6|False|HUAWEI TECHNOLOGIES CO.,LTD
969|8c:eb:c6:57:1a:08|23|50|4|-65|1579269682.292701|8c:eb:c6|False|HUAWEI TECHNOLOGIES CO.,LTD
970|8c:eb:c6:57:1a:08|23|45|26|-65|1579269682.292701|8c:eb:c6|False|HUAWEI TECHNOLOGIES CO.,LTD
971|8c:eb:c6:57:1a:08|23|127|1|-65|1579269682.292701|8c:eb:c6|False|HUAWEI TECHNOLOGIES CO.,LTD
972|8c:eb:c6:57:1a:08|23|127|4|-65|1579269682.292701|8c:eb:c6|False|HUAWEI TECHNOLOGIES CO.,LTD
973|8c:eb:c6:57:1a:08|24|3|1|-65|1579269682.313541|8c:eb:c6|False|HUAWEI TECHNOLOGIES CO.,LTD
974|8c:eb:c6:57:1a:08|24|50|4|-65|1579269682.313541|8c:eb:c6|False|HUAWEI TECHNOLOGIES CO.,LTD
975|8c:eb:c6:57:1a:08|24|45|26|-65|1579269682.313541|8c:eb:c6|False|HUAWEI TECHNOLOGIES CO.,LTD
976|da:a1:19:fd:9b:f8|2339|50|4|-65|1579269682.325816|da:a1:19|True|Google, Inc.
977|8c:eb:c6:57:1a:08|25|3|1|-65|1579269682.334671|8c:eb:c6|False|HUAWEI TECHNOLOGIES CO.,LTD
978|8c:eb:c6:57:1a:08|25|50|4|-65|1579269682.334671|8c:eb:c6|False|HUAWEI TECHNOLOGIES CO.,LTD
979|8c:eb:c6:57:1a:08|25|45|26|-65|1579269682.334671|8c:eb:c6|False|HUAWEI TECHNOLOGIES CO.,LTD
980|8c:eb:c6:57:1a:08|25|127|1|-65|1579269682.334671|8c:eb:c6|False|HUAWEI TECHNOLOGIES CO.,LTD
981|8c:eb:c6:57:1a:08|25|127|4|-65|1579269682.334671|8c:eb:c6|False|HUAWEI TECHNOLOGIES CO.,LTD
982|8c:eb:c6:57:1a:08|26|3|1|-65|1579269682.355687|8c:eb:c6|False|HUAWEI TECHNOLOGIES CO.,LTD
983|8c:eb:c6:57:1a:08|26|50|4|-65|1579269682.355687|8c:eb:c6|False|HUAWEI TECHNOLOGIES CO.,LTD
984|8c:eb:c6:57:1a:08|26|45|26|-65|1579269682.355687|8c:eb:c6|False|HUAWEI TECHNOLOGIES CO.,LTD
985|8c:eb:c6:57:1a:08|26|127|1|-65|1579269682.355687|8c:eb:c6|False|HUAWEI TECHNOLOGIES CO.,LTD
986|8c:eb:c6:57:1a:08|26|127|4|-65|1579269682.355687|8c:eb:c6|False|HUAWEI TECHNOLOGIES CO.,LTD
987|da:a1:19:61:b6:9b|3333|3|1|-65|1579269686.770191|da:a1:19|True|Google, Inc.
988|da:a1:19:61:b6:9b|3333|50|4|-65|1579269686.770191|da:a1:19|True|Google, Inc.
989|da:a1:19:61:b6:9b|3338|3|1|-65|1579269686.970026|da:a1:19|True|Google, Inc.
990|da:a1:19:61:b6:9b|3338|18|2|-65|1579269686.970026|da:a1:19|True|Google, Inc.
991|da:a1:19:61:b6:9b|3339|3|1|-65|1579269687.010258|da:a1:19|True|Google, Inc.
992|da:a1:19:61:b6:9b|3339|50|4|-65|1579269687.010258|da:a1:19|True|Google, Inc.
993|f2:20:ca:69:2f:b0|1176|50|8|-65|1579269689.35108|f2:20:ca|True|not_resolved
994|f2:20:ca:69:2f:b0|1176|45|26|-65|1579269689.35108|f2:20:ca|True|not_resolved
995|f2:20:ca:69:2f:b0|1176|127|9|-65|1579269689.35108|f2:20:ca|True|not_resolved
996|f2:20:ca:69:2f:b0|1177|50|8|-65|1579269689.394099|f2:20:ca|True|not_resolved
997|f2:20:ca:69:2f:b0|1177|45|26|-65|1579269689.394099|f2:20:ca|True|not_resolved
998|f2:20:ca:69:2f:b0|1178|50|8|-65|1579269689.43528|f2:20:ca|True|not_resolved
999|f2:20:ca:69:2f:b0|1178|45|26|-65|1579269689.43528|f2:20:ca|True|not_resolved
1000|f2:20:ca:69:2f:b0|1178|127|9|-65|1579269689.43528|f2:20:ca|True|not_resolved
1001|f2:20:ca:69:2f:b0|1179|50|8|-65|1579269689.478615|f2:20:ca|True|not_resolved
1002|04:d6:aa:88:cb:8b|3164|50|8|-65|1579269689.591035|04:d6:aa|False|SAMSUNG ELECTRO-MECHANICS(THAILAND)
1003|04:d6:aa:88:cb:8b|3165|50|8|-65|1579269689.632027|04:d6:aa|False|SAMSUNG ELECTRO-MECHANICS(THAILAND)
1004|04:d6:aa:88:cb:8b|3166|50|8|-65|1579269689.673382|04:d6:aa|False|SAMSUNG ELECTRO-MECHANICS(THAILAND)
1005|04:d6:aa:88:cb:8b|3166|3|1|-65|1579269689.673382|04:d6:aa|False|SAMSUNG ELECTRO-MECHANICS(THAILAND)
1006|04:d6:aa:88:cb:8b|3166|45|26|-65|1579269689.673382|04:d6:aa|False|SAMSUNG ELECTRO-MECHANICS(THAILAND)
1007|04:d6:aa:88:cb:8b|3166|127|8|-65|1579269689.673382|04:d6:aa|False|SAMSUNG ELECTRO-MECHANICS(THAILAND)
1008|04:d6:aa:88:cb:8b|3166|221|19|-65|1579269689.673382|04:d6:aa|False|SAMSUNG ELECTRO-MECHANICS(THAILAND)
1009|04:d6:aa:88:cb:8b|3166|221|7|-65|1579269689.673382|04:d6:aa|False|SAMSUNG ELECTRO-MECHANICS(THAILAND)
1010|04:d6:aa:88:cb:8b|3166|221|9|-65|1579269689.673382|04:d6:aa|False|SAMSUNG ELECTRO-MECHANICS(THAILAND)
1011|04:d6:aa:88:cb:8b|3166|221|29|-65|1579269689.673382|04:d6:aa|False|SAMSUNG ELECTRO-MECHANICS(THAILAND)
1012|04:d6:aa:88:cb:8b|3167|50|8|-65|1579269689.713128|04:d6:aa|False|SAMSUNG ELECTRO-MECHANICS(THAILAND)
1013|04:d6:aa:88:cb:8b|3167|3|1|-65|1579269689.713128|04:d6:aa|False|SAMSUNG ELECTRO-MECHANICS(THAILAND)
1014|04:d6:aa:88:cb:8b|3167|45|26|-65|1579269689.713128|04:d6:aa|False|SAMSUNG ELECTRO-MECHANICS(THAILAND)
1015|04:d6:aa:88:cb:8b|3167|127|8|-65|1579269689.713128|04:d6:aa|False|SAMSUNG ELECTRO-MECHANICS(THAILAND)
1016|04:d6:aa:88:cb:8b|3167|221|19|-65|1579269689.713128|04:d6:aa|False|SAMSUNG ELECTRO-MECHANICS(THAILAND)
1017|04:d6:aa:88:cb:8b|3167|221|7|-65|1579269689.713128|04:d6:aa|False|SAMSUNG ELECTRO-MECHANICS(THAILAND)
1018|04:d6:aa:88:cb:8b|3167|221|9|-65|1579269689.713128|04:d6:aa|False|SAMSUNG ELECTRO-MECHANICS(THAILAND)
1019|04:d6:aa:88:cb:8b|3167|221|29|-65|1579269689.713128|04:d6:aa|False|SAMSUNG ELECTRO-MECHANICS(THAILAND)
1020|04:d6:aa:88:cb:8b|3168|50|8|-65|1579269689.75776|04:d6:aa|False|SAMSUNG ELECTRO-MECHANICS(THAILAND)
1021|04:d6:aa:88:cb:8b|3168|3|1|-65|1579269689.75776|04:d6:aa|False|SAMSUNG ELECTRO-MECHANICS(THAILAND)
1022|04:d6:aa:88:cb:8b|3169|50|8|-65|1579269689.818582|04:d6:aa|False|SAMSUNG ELECTRO-MECHANICS(THAILAND)
1023|04:d6:aa:88:cb:8b|3169|3|1|-65|1579269689.818582|04:d6:aa|False|SAMSUNG ELECTRO-MECHANICS(THAILAND)
1024|04:d6:aa:88:cb:8b|3169|45|26|-65|1579269689.818582|04:d6:aa|False|SAMSUNG ELECTRO-MECHANICS(THAILAND)
1025|04:d6:aa:88:cb:8b|3169|89|6|-65|1579269689.818582|04:d6:aa|False|SAMSUNG ELECTRO-MECHANICS(THAILAND)
1026|be:6f:e5:77:76:e8|969|50|8|-65|1579269690.050518|be:6f:e5|True|not_resolved
1027|be:6f:e5:77:76:e8|969|3|1|-65|1579269690.050518|be:6f:e5|True|not_resolved
1028|be:6f:e5:77:76:e8|969|45|26|-65|1579269690.050518|be:6f:e5|True|not_resolved
1029|be:6f:e5:77:76:e8|969|127|10|-65|1579269690.050518|be:6f:e5|True|not_resolved
1030|be:6f:e5:77:76:e8|969|191|12|-65|1579269690.050518|be:6f:e5|True|not_resolved
1031|be:6f:e5:77:76:e8|969|221|7|-65|1579269690.050518|be:6f:e5|True|not_resolved
1032|be:6f:e5:77:76:e8|969|255|3|-65|1579269690.050518|be:6f:e5|True|not_resolved
1033|be:6f:e5:77:76:e8|969|221|10|-65|1579269690.050518|be:6f:e5|True|not_resolved
1034|9c:e0:63:6e:19:32|774|50|4|-65|1579269694.78823|9c:e0:63|False|Samsung Electronics Co.,Ltd
1035|9c:e0:63:6e:19:32|774|3|1|-65|1579269694.78823|9c:e0:63|False|Samsung Electronics Co.,Ltd
1036|9c:e0:63:6e:19:32|774|45|26|-65|1579269694.78823|9c:e0:63|False|Samsung Electronics Co.,Ltd
1037|9c:e0:63:6e:19:32|774|127|8|-65|1579269694.78823|9c:e0:63|False|Samsung Electronics Co.,Ltd
1038|9c:e0:63:6e:19:32|774|221|7|-65|1579269694.78823|9c:e0:63|False|Samsung Electronics Co.,Ltd
1039|9c:e0:63:6e:19:32|785|50|4|-65|1579269695.194004|9c:e0:63|False|Samsung Electronics Co.,Ltd
1040|9c:e0:63:6e:19:32|787|50|4|-65|1579269695.269144|9c:e0:63|False|Samsung Electronics Co.,Ltd
1041|9c:e0:63:6e:19:32|787|3|1|-65|1579269695.269144|9c:e0:63|False|Samsung Electronics Co.,Ltd
1042|9c:e0:63:6e:19:32|787|45|26|-65|1579269695.269144|9c:e0:63|False|Samsung Electronics Co.,Ltd
1043|9c:e0:63:6e:19:32|788|50|4|-65|1579269695.303923|9c:e0:63|False|Samsung Electronics Co.,Ltd
1044|9c:e0:63:6e:19:32|789|50|4|-65|1579269695.341651|9c:e0:63|False|Samsung Electronics Co.,Ltd
1045|9c:e0:63:6e:19:32|789|3|1|-65|1579269695.341651|9c:e0:63|False|Samsung Electronics Co.,Ltd
1046|9c:e0:63:6e:19:32|789|45|26|-65|1579269695.341651|9c:e0:63|False|Samsung Electronics Co.,Ltd
1047|9c:e0:63:6e:19:32|789|127|8|-65|1579269695.341651|9c:e0:63|False|Samsung Electronics Co.,Ltd
1048|9c:e0:63:6e:19:32|789|221|7|-65|1579269695.341651|9c:e0:63|False|Samsung Electronics Co.,Ltd
1049|9c:e0:63:6e:19:32|790|50|4|-65|1579269695.378026|9c:e0:63|False|Samsung Electronics Co.,Ltd
1050|9c:e0:63:6e:19:32|790|3|1|-65|1579269695.378026|9c:e0:63|False|Samsung Electronics Co.,Ltd
1051|9c:e0:63:6e:19:32|790|45|26|-65|1579269695.378026|9c:e0:63|False|Samsung Electronics Co.,Ltd
1052|9c:e0:63:6e:19:32|790|127|8|-65|1579269695.378026|9c:e0:63|False|Samsung Electronics Co.,Ltd
1053|9c:e0:63:6e:19:32|790|221|7|-65|1579269695.378026|9c:e0:63|False|Samsung Electronics Co.,Ltd
1054|ec:10:7b:a3:ef:df|1511|50|8|-65|1579269696.449747|ec:10:7b|False|Samsung Electronics Co.,Ltd
